error_code,amount,retry_count,gateway_health,time_since_failure,customer_history,previous_attempt_result,recovered
E03,8294.31,1,0.479,1985,0.757,0,0
E02,6339.73,0,0.269,1427,0.144,1,0
E02,1094.84,1,0.935,1620,0.778,0,1
E99,6067.4,2,0.523,910,0.709,1,0
E03,9762.96,0,0.782,2369,0.907,1,1
E01,3150.13,2,0.937,1063,0.815,1,1
E03,111.29,1,0.448,1031,0.844,0,1
E03,9770.24,0,0.27,1679,0.95,0,1
E02,4198.44,1,0.469,3307,0.844,0,1
E99,4366.23,2,0.737,1582,0.799,1,0
E03,7154.86,0,0.6,3269,0.234,0,0
E01,6083.42,2,0.26,1896,0.76,1,1
E01,3089.67,2,0.256,262,0.645,0,0
E03,1089.78,0,0.76,2102,0.954,1,0
E99,8290.89,2,0.789,3300,0.727,0,1
E01,4885.43,1,0.288,3176,0.294,0,0
E01,6757.5,1,0.836,655,0.204,0,1
E03,8619.0,0,0.476,965,0.314,1,0
E01,275.45,2,0.255,2452,0.501,1,0
E01,8607.91,0,0.467,1573,0.663,1,1
E99,7542.77,2,0.784,2963,0.252,0,0
E03,9473.54,1,0.725,1874,0.269,1,0
E99,2412.55,2,0.585,869,0.334,0,0
E03,3291.98,0,0.424,1195,0.809,1,1
E01,6648.64,0,0.534,406,0.393,1,0
E99,9265.35,1,0.505,1030,0.124,0,0
E01,9927.43,1,0.512,2722,0.562,0,0
E01,4225.7,1,0.592,800,0.056,1,1
E99,5438.37,1,0.564,1593,0.683,0,0
E03,1788.45,0,0.282,648,0.842,1,0
E99,6970.36,2,0.432,1752,0.206,1,0
E01,8389.97,1,0.303,3476,0.844,1,1
E99,8006.63,1,0.682,2742,0.688,0,0
E03,3523.85,2,0.538,2751,0.143,1,0
E03,9636.31,2,0.738,914,0.264,1,1
E99,1291.43,0,0.27,1107,0.264,1,1
E02,4990.3,2,0.476,350,0.243,1,1
E03,5590.51,0,0.344,3316,0.364,0,0
E03,5411.49,2,0.274,3447,0.903,1,0
E03,7603.12,2,0.819,1221,0.261,1,0
E99,6135.11,1,0.305,2519,0.921,0,0
E03,863.58,0,0.34,760,0.567,0,1
E01,1880.53,2,0.493,2348,0.536,1,1
E01,5369.17,1,0.434,343,0.683,1,1
E99,6976.02,2,0.936,1199,0.807,1,0
E99,5190.33,0,0.991,1416,0.95,1,1
E99,3619.53,1,0.538,3584,0.053,1,0
E01,606.23,0,0.361,1682,0.424,0,0
E02,7880.22,2,0.598,801,0.218,0,0
E03,5022.22,1,0.597,170,0.193,1,0
E03,5434.01,0,0.573,641,0.188,1,0
E01,4742.69,1,0.216,872,0.717,0,1
E03,2726.92,0,0.303,1146,0.098,1,0
E01,2836.1,1,0.313,491,0.837,0,0
E02,728.66,2,0.481,2660,0.757,0,0
E01,7105.23,1,0.665,1393,0.435,0,1
E01,2791.54,1,0.902,854,0.45,0,0
E01,3055.76,0,0.379,1893,0.688,1,0
E99,9935.65,1,0.817,1126,0.06,1,1
E03,3919.54,2,0.381,2462,0.414,0,0
E99,5155.9,2,0.226,1907,0.219,1,0
E02,3926.08,2,0.72,3356,0.22,0,0
E02,2972.89,1,0.372,2340,0.568,1,1
E02,157.92,0,0.936,1321,0.281,1,1
E03,8563.37,0,0.947,538,0.403,1,0
E02,4784.22,0,0.284,366,0.724,1,1
E03,7226.91,0,0.356,2357,0.633,0,1
E03,9590.7,2,0.368,119,0.36,1,0
E99,128.03,1,0.929,1372,0.097,0,0
E01,6782.89,2,0.262,74,0.075,1,1
E02,1274.54,0,0.801,1246,0.508,1,1
E01,4633.85,2,0.43,3180,0.446,1,0
E01,8483.14,0,0.666,285,0.799,1,1
E03,807.81,2,0.342,3508,0.127,0,0
E02,9897.17,2,0.845,3506,0.849,1,0
E03,5850.27,0,0.737,3109,0.25,0,0
E01,4010.44,0,0.217,2495,0.38,0,1
E99,293.15,1,0.39,643,0.858,0,0
E99,5909.55,1,0.573,360,0.837,1,0
E02,4999.42,1,0.625,3309,0.534,0,1
E99,2231.64,0,0.862,1319,0.127,1,0
E01,4955.43,1,0.51,1619,0.605,0,0
E03,226.61,1,0.941,289,0.766,0,1
E99,9994.83,1,0.355,216,0.297,1,0
E03,3387.93,1,0.886,1949,0.222,1,0
E03,4854.2,1,0.923,1460,0.517,1,0
E02,7869.3,1,0.701,2520,0.754,0,1
E03,7156.51,1,0.974,3003,0.525,1,1
E03,8896.73,1,0.528,204,0.275,0,0
E01,9419.12,0,0.759,3493,0.867,0,1
E01,1972.86,0,0.208,3319,0.87,1,1
E03,3964.96,1,0.42,2064,0.669,0,1
E03,6899.49,0,0.653,1347,0.12,0,0
E02,545.74,0,0.901,600,0.268,1,1
E99,7197.75,0,0.962,846,0.632,1,1
E03,148.35,1,0.664,2524,0.784,1,1
E02,9149.48,1,0.885,468,0.496,1,1
E02,7209.88,0,0.839,3475,0.336,0,1
E03,5698.44,0,0.819,525,0.881,0,0
E03,4346.12,1,0.289,2716,0.408,0,0
E02,9881.45,0,0.583,3059,0.911,1,0
E02,7391.47,2,0.589,1065,0.55,0,0
E03,8092.2,0,0.83,1728,0.627,0,0
E03,8271.31,1,0.669,2076,0.167,1,0
E03,316.56,2,0.856,2874,0.302,0,0
E01,641.38,0,0.965,185,0.966,0,1
E03,2063.81,1,0.644,818,0.726,0,1
E02,6586.65,1,0.833,540,0.498,0,1
E01,6277.1,1,0.648,1145,0.54,1,1
E03,3319.12,2,0.701,2423,0.133,0,0
E03,9732.69,1,0.581,1486,0.786,0,1
E02,1021.76,1,0.968,1772,0.117,1,1
E03,7789.53,1,0.854,1636,0.414,0,1
E01,4860.68,1,0.802,20,0.436,0,0
E01,4246.46,0,0.464,352,0.617,1,1
E02,353.09,2,0.588,818,0.441,1,0
E02,7305.22,1,0.89,162,0.953,1,1
E03,7738.6,0,0.949,2960,0.8,0,1
E03,3257.68,1,0.998,3585,0.952,1,0
E03,5217.93,0,0.788,1745,0.538,1,1
E01,6103.78,1,0.785,2399,0.334,0,1
E02,3739.69,0,0.275,203,0.972,0,1
E01,6194.26,0,0.801,198,0.126,1,1
E03,4397.86,0,0.477,2178,0.921,0,0
E01,8792.89,2,0.892,2781,0.14,1,0
E02,7213.28,0,0.209,3345,0.808,0,1
E03,1193.95,2,0.948,1300,0.783,0,1
E03,8016.07,1,0.587,1507,0.67,0,0
E01,3441.31,0,0.302,2867,0.786,0,1
E01,9362.13,2,0.681,507,0.133,1,0
E03,6073.38,2,0.754,3419,0.401,0,0
E02,373.02,0,0.824,1072,0.366,0,1
E01,7370.19,0,0.761,96,0.973,1,1
E99,1394.27,2,0.643,2845,0.494,0,0
E02,8784.95,0,0.266,3471,0.097,1,0
E02,9488.47,2,0.89,1734,0.294,0,0
E01,6983.03,0,0.987,597,0.843,0,1
E02,5375.44,2,0.822,545,0.888,0,1
E01,6060.42,2,0.228,1070,0.922,0,0
E01,4345.67,0,0.805,1922,0.185,1,0
E02,927.47,0,0.416,2257,0.697,1,1
E02,9295.55,0,0.97,2513,0.428,1,1
E99,3358.95,2,0.251,2577,0.741,1,0
E99,3197.19,1,0.274,867,0.825,0,0
E01,1994.12,1,0.345,613,0.296,1,0
E01,9924.84,1,0.803,3425,0.52,1,0
E03,9431.39,1,0.721,493,0.358,0,0
E99,3559.38,0,0.782,1835,0.479,0,0
E99,2674.05,1,0.483,1032,0.323,1,0
E01,8073.16,1,0.904,2632,0.369,1,1
E01,4283.84,0,0.557,1172,0.306,0,0
E01,9681.1,1,0.307,362,0.331,1,0
E03,9022.05,2,0.814,1146,0.593,0,0
E02,7618.57,1,0.624,362,0.614,1,0
E02,990.25,1,0.675,617,0.915,1,1
E02,7051.06,2,0.508,1702,0.417,1,0
E01,9873.82,1,0.769,3494,0.668,0,1
E03,3795.6,2,0.228,732,0.958,0,1
E01,8827.53,0,0.593,2873,0.488,1,0
E03,4140.6,2,0.542,1874,0.782,1,1
E03,9716.11,2,0.797,3528,0.962,0,0
E03,6570.55,2,0.413,1874,0.792,1,0
E01,1055.35,2,0.387,374,0.126,1,1
E03,4842.55,1,0.456,1477,0.232,0,1
E03,592.31,1,0.584,273,0.327,0,0
E01,4011.25,1,0.368,799,0.695,0,0
E01,9162.27,1,0.747,1929,0.681,0,1
E03,2398.8,2,0.465,3240,0.179,0,0
E01,9510.62,1,0.537,2212,0.472,0,0
E01,1089.24,2,0.646,1313,0.447,1,1
E01,6681.63,1,0.502,2286,0.698,1,1
E01,9660.29,1,0.761,880,0.295,1,0
E02,6576.12,0,0.725,336,0.274,1,1
E03,9000.14,2,0.805,2641,0.611,1,0
E01,9911.2,2,0.618,3037,0.128,1,1
E03,6454.25,0,0.494,2204,0.679,0,0
E01,7844.41,0,0.361,1763,0.463,1,0
E01,416.65,2,0.55,1649,0.554,0,0
E01,4330.37,0,0.898,1325,0.804,1,1
E03,2953.83,1,0.297,3491,0.22,1,0
E99,8259.43,0,0.372,1816,0.247,0,1
E02,6808.02,2,0.732,3138,0.897,0,0
E01,6182.7,0,0.66,146,0.747,0,1
E01,9322.43,1,0.933,1269,0.297,0,1
E01,979.79,1,0.223,775,0.727,1,0
E03,9543.03,1,0.903,420,0.48,0,0
E01,1097.57,2,0.78,3594,0.63,1,1
E99,3535.47,1,0.82,188,0.789,0,1
E02,6339.71,1,0.503,1989,0.092,0,0
E02,3480.61,0,0.446,783,0.625,1,1
E03,6857.11,1,0.212,283,0.368,0,0
E01,7776.64,0,0.83,3537,0.535,0,1
E03,8302.21,1,0.329,1054,0.392,1,0
E01,1875.5,2,0.381,1266,0.935,1,1
E03,1902.56,1,0.421,666,0.611,0,0
E02,617.91,0,0.896,2471,0.846,0,1
E01,4959.43,2,0.43,3328,0.291,0,0
E03,1461.58,2,0.541,1221,0.393,1,0
E01,3254.11,2,0.798,2902,0.79,1,1
E01,8420.3,0,0.914,1473,0.27,1,1
E03,9491.72,2,0.833,1969,0.99,1,1
E02,8238.55,1,0.628,2881,0.67,0,0
E99,106.42,2,0.202,3426,0.893,0,0
E03,5723.44,2,0.326,2192,0.148,0,0
E03,1749.94,2,0.403,1342,0.439,1,0
E01,3819.89,0,0.531,1688,0.366,1,1
E01,4336.4,1,0.49,3114,0.963,0,0
E99,9435.11,2,0.612,1272,0.186,1,0
E01,6374.01,1,0.53,1683,0.753,0,1
E02,2749.79,2,0.781,2791,0.643,1,0
E01,6463.67,2,0.242,3055,0.85,1,1
E01,9523.47,0,0.996,1608,0.969,0,1
E02,685.68,0,0.874,3242,0.808,1,1
E03,8178.28,1,0.468,3104,0.287,1,0
E03,2247.29,1,0.517,1667,0.834,1,1
E99,1615.77,1,0.971,999,0.545,1,1
E01,8998.78,2,0.949,641,0.664,0,1
E02,118.31,0,0.515,435,0.314,1,1
E01,7436.75,1,0.248,693,0.817,0,0
E03,963.56,0,0.99,248,0.468,1,1
E01,6218.15,0,0.723,1040,0.81,0,1
E02,6246.88,1,0.754,3569,0.452,1,0
E01,8641.48,1,0.42,803,0.63,0,1
E03,8243.8,1,0.855,1385,0.147,0,0
E03,6883.13,0,0.646,1398,0.137,0,0
E99,3867.42,2,0.576,1871,0.946,1,0
E01,1747.42,1,0.793,1824,0.733,0,0
E99,6393.26,1,0.498,2092,0.212,0,0
E01,5020.0,1,0.544,314,0.612,0,0
E01,871.63,1,0.722,1156,0.784,0,1
E01,9560.06,1,0.712,3274,0.613,1,1
E01,3212.75,0,0.977,3513,0.472,0,1
E02,121.19,1,0.65,9,0.835,0,1
E01,9026.73,1,0.457,2269,0.098,1,0
E02,5812.8,0,0.43,498,0.645,0,1
E03,7357.3,2,0.627,1928,0.495,0,0
E03,1611.4,1,0.296,31,0.659,0,1
E03,4105.6,0,0.67,2722,0.323,0,1
E02,6486.11,0,0.512,3551,0.203,1,0
E01,2584.55,0,0.482,444,0.966,0,1
E03,7044.84,1,0.354,1478,0.862,0,0
E01,2412.79,2,0.596,699,0.904,0,1
E01,2170.37,1,0.23,706,0.773,0,1
E01,215.08,1,0.686,2854,0.111,1,0
E03,2890.88,0,0.428,428,0.64,0,0
E02,2542.69,0,0.924,447,0.409,1,1
E03,7667.13,2,0.621,1334,0.364,0,0
E01,5740.13,0,0.824,1113,0.284,0,1
E02,1860.46,1,0.881,3513,0.22,1,1
E02,5724.46,1,0.903,1420,0.181,0,1
E01,2331.89,0,0.897,1975,0.164,0,1
E02,4312.47,2,0.38,372,0.719,0,0
E03,8893.26,1,0.443,1275,0.925,1,0
E02,7220.64,1,0.766,742,0.407,1,1
E01,6545.89,0,0.63,1312,0.15,1,1
E03,2886.69,2,0.687,1093,0.258,1,0
E01,1333.36,0,0.742,423,0.752,1,1
E01,7554.19,0,0.291,1997,0.378,0,1
E01,5722.11,2,0.335,1861,0.673,1,1
E02,6265.33,1,0.71,1867,0.243,0,0
E01,9753.62,2,0.7,1527,0.761,0,0
E03,3548.38,0,0.854,1890,0.666,0,0
E01,8027.4,2,0.755,2624,0.259,0,0
E03,5633.67,2,0.366,941,0.926,1,0
E01,2429.07,1,0.256,691,0.541,0,0
E03,623.59,0,0.513,2439,0.257,0,0
E03,6198.51,2,0.497,495,0.583,0,0
E02,3046.4,0,0.814,1265,0.44,0,0
E01,6985.24,2,0.737,2093,0.912,0,0
E02,7037.2,0,0.898,2104,0.341,1,0
E99,4609.06,0,0.603,2671,0.883,0,1
E99,5410.33,0,0.431,1698,0.748,1,0
E01,6302.81,0,0.603,1791,0.689,0,1
E03,4739.19,2,0.372,160,0.223,1,0
E01,8785.97,1,0.248,2844,0.131,1,1
E01,851.75,0,0.6,853,0.863,0,1
E03,9800.2,1,0.531,3028,0.586,0,0
E02,431.16,2,0.226,2320,0.957,1,0
E02,2160.15,1,0.777,3299,0.535,0,1
E03,7112.25,2,0.715,3150,0.606,1,0
E01,941.11,0,0.259,1362,0.987,1,0
E03,2695.51,1,0.768,1418,0.723,0,0
E02,1624.37,2,0.266,3255,0.388,1,1
E01,7263.36,2,0.614,3179,0.828,1,1
E02,5831.44,0,0.698,2552,0.328,0,1
E99,738.34,1,0.599,3324,0.544,1,0
E02,4655.33,2,0.798,2250,0.274,1,1
E01,2164.18,0,0.508,89,0.985,1,1
E03,9680.22,1,0.37,1994,0.928,0,0
E99,1168.39,1,0.589,1332,0.871,1,0
E99,6020.75,0,0.474,71,0.427,1,1
E02,4870.29,2,0.321,2001,0.735,1,0
E02,5823.04,2,0.577,2017,0.295,1,0
E02,9569.28,1,0.361,2635,0.417,0,0
E03,3478.69,1,0.576,2804,0.806,0,0
E99,7512.79,0,0.674,1161,0.103,0,0
E03,4529.92,2,0.826,3558,0.097,1,1
E02,6641.54,2,0.883,1590,0.671,1,1
E01,3720.01,2,0.735,1559,0.778,0,0
E02,2348.51,1,0.915,651,0.411,0,1
E01,927.8,0,0.646,3564,0.684,0,1
E01,1107.34,0,0.768,1419,0.899,0,1
E02,9598.36,0,0.816,616,0.144,0,1
E03,7905.72,0,0.86,3047,0.831,1,1
E99,2525.1,0,0.801,3449,0.597,1,0
E03,5338.56,1,0.922,771,0.447,1,1
E99,7170.9,0,0.578,2123,0.099,1,0
E03,3590.13,0,0.963,3258,0.411,0,0
E03,4455.88,2,0.52,2385,0.796,0,1
E01,7211.98,1,0.256,1572,0.559,0,0
E03,2351.8,2,0.346,2065,0.216,1,0
E01,5310.81,0,0.647,366,0.268,0,0
E01,2179.87,1,0.212,3538,0.847,1,0
E01,130.47,1,0.326,1847,0.457,0,0
E03,6933.61,2,0.499,160,0.14,0,0
E03,7101.92,1,0.699,1217,0.965,0,1
E99,9957.65,2,0.332,1478,0.288,1,0
E99,1892.05,2,0.66,3580,0.799,0,1
E99,7421.85,0,0.731,3150,0.062,1,0
E01,9484.88,0,0.811,1094,0.291,1,1
E99,6481.35,0,0.728,602,0.367,1,1
E03,9635.09,2,0.4,154,0.858,1,1
E99,9944.97,2,0.998,2050,0.753,0,0
E01,8036.08,1,0.911,1604,0.34,0,1
E01,9992.93,2,0.499,1885,0.79,1,0
E99,6295.66,2,0.223,982,0.811,0,0
E01,5020.85,0,0.623,2906,0.531,1,1
E02,9184.6,2,0.892,1860,0.527,1,1
E02,8326.46,1,0.858,3305,0.529,0,1
E01,1190.11,1,0.918,863,0.207,0,1
E01,3096.95,0,0.976,932,0.814,0,1
E99,2680.39,2,0.77,2110,0.722,1,0
E99,8567.09,1,0.33,2495,0.848,1,1
E99,2409.13,0,0.229,1063,0.817,1,0
E01,3110.04,1,0.321,1972,0.788,0,1
E01,5236.01,0,0.361,1840,0.784,0,0
E02,853.58,0,0.249,2386,0.938,1,1
E02,9616.17,1,0.563,2291,0.619,0,0
E01,4961.52,2,0.827,722,0.828,0,1
E03,1985.29,0,0.203,410,0.803,0,0
E99,2781.13,1,0.843,982,0.304,0,0
E02,8001.03,0,0.94,455,0.582,1,1
E02,6376.66,2,0.322,1979,0.736,1,0
E02,4699.8,2,0.217,1844,0.147,0,0
E01,3382.85,1,0.583,11,0.549,0,1
E01,9016.78,2,0.895,2969,0.053,0,0
E02,7748.39,1,0.789,2579,0.276,0,0
E02,7209.31,1,0.228,1679,0.507,1,0
E02,4515.4,0,0.739,582,0.339,0,0
E03,9813.49,2,0.854,580,0.775,1,0
E01,7129.7,0,0.417,3352,0.649,1,1
E01,4293.88,2,0.723,850,0.301,1,1
E01,9609.47,2,0.595,3098,0.066,0,1
E01,8967.68,2,0.365,2388,0.289,1,1
E02,7425.66,1,0.921,2244,0.538,1,1
E03,7693.26,1,0.378,3009,0.766,1,0
E99,4293.91,0,0.872,3207,0.617,1,1
E03,5122.77,0,0.761,974,0.102,1,0
E02,1996.32,2,0.377,3554,0.489,1,1
E01,5994.42,0,0.769,462,0.952,1,1
E02,3762.17,2,0.221,2790,0.9,0,1
E01,3539.64,2,0.389,1390,0.748,1,1
E99,9487.46,0,0.428,2256,0.317,0,0
E02,1731.36,2,0.911,3006,0.071,1,1
E01,8316.74,0,0.932,1617,0.479,1,1
E01,2886.54,0,0.417,294,0.402,1,1
E01,383.69,1,0.58,2929,0.685,0,1
E99,500.58,0,0.985,474,0.116,1,0
E01,4348.86,0,0.733,2536,0.918,1,1
E01,4599.16,1,0.256,1584,0.742,1,1
E01,3270.49,2,0.513,1702,0.963,1,1
E03,6720.92,0,0.537,944,0.863,1,1
E02,4904.89,1,0.445,1800,0.454,1,0
E03,833.72,1,0.616,674,0.673,0,0
E02,3545.9,0,0.789,824,0.845,1,1
E01,1109.43,0,0.753,1704,0.242,0,1
E99,722.87,1,0.481,2839,0.059,1,1
E01,2162.24,2,0.789,1849,0.339,0,1
E01,7035.7,0,0.627,3162,0.461,0,1
E02,6990.42,1,0.816,988,0.637,0,1
E01,8627.75,1,0.291,60,0.298,0,0
E01,7588.55,2,0.524,1109,0.466,0,0
E03,5401.41,0,0.516,403,0.66,1,1
E02,3194.86,2,0.481,1883,0.825,1,0
E01,157.53,2,0.758,3568,0.263,1,0
E01,6506.66,1,0.646,1759,0.802,0,1
E03,2968.16,2,0.509,642,0.933,0,0
E01,2575.99,0,0.629,2101,0.435,0,1
E01,9750.77,2,0.764,2651,0.569,0,0
E03,1824.98,0,0.74,3134,0.059,0,0
E03,421.1,0,0.809,1731,0.718,1,1
E99,9498.96,1,0.881,1528,0.87,0,1
E02,3129.47,1,0.792,1877,0.069,0,1
E01,3994.86,1,0.344,770,0.843,1,0
E02,901.26,2,0.877,391,0.19,0,0
E03,4100.25,1,0.466,2778,0.842,0,1
E01,9724.99,1,0.733,497,0.559,0,1
E02,6970.8,2,0.993,2480,0.398,0,1
E01,4790.87,1,0.436,2080,0.935,0,1
E03,3143.97,2,0.416,1697,0.626,1,0
E03,3723.84,2,0.346,1360,0.086,0,0
E02,6151.16,1,0.987,3541,0.77,1,1
E99,2619.06,2,0.542,2871,0.221,0,0
E99,1604.28,2,0.827,590,0.918,0,0
E01,6992.66,2,0.239,3499,0.206,0,0
E02,8707.75,1,0.344,467,0.508,1,1
E03,9025.24,1,0.251,2924,0.541,1,0
E01,8430.04,0,0.853,1536,0.58,1,1
E02,5352.94,1,0.285,1461,0.551,1,0
E01,7909.43,1,0.939,1815,0.463,0,1
E99,9270.92,1,0.731,1736,0.72,0,0
E02,331.29,0,0.928,454,0.196,0,1
E03,4179.77,1,0.527,564,0.79,0,0
E02,2120.84,1,0.621,2648,0.085,0,0
E01,9968.01,0,0.222,2504,0.842,0,1
E99,9302.7,1,0.573,1415,0.755,1,1
E01,8041.64,2,0.673,1611,0.798,1,1
E01,3029.21,0,0.28,1380,0.329,0,0
E02,9525.81,1,0.985,3086,0.849,0,1
E03,389.58,0,0.204,250,0.7,1,0
E01,1961.59,1,0.414,2347,0.96,1,1
E01,6207.05,1,0.692,1109,0.069,0,1
E01,7950.77,2,0.598,614,0.793,1,1
E01,8847.95,2,0.391,566,0.636,0,0
E01,3075.04,2,0.989,1480,0.98,1,1
E02,3968.97,0,0.351,523,0.466,1,0
E01,4602.79,0,0.655,2437,0.313,0,1
E01,367.04,1,0.293,1181,0.877,0,0
E03,8653.3,1,0.245,3088,0.356,1,0
E03,3445.69,0,0.59,525,0.711,0,0
E01,2072.86,1,0.844,1263,0.362,0,0
E01,4151.05,0,0.625,1377,0.939,1,1
E01,7134.58,0,0.435,2410,0.545,1,1
E99,8722.06,1,0.213,1066,0.351,1,0
E01,2232.23,0,0.952,625,0.823,1,1
E01,1808.87,0,0.37,1461,0.109,0,0
E02,9443.45,1,0.66,3257,0.138,1,1
E01,5553.84,2,0.212,2931,0.837,0,0
E01,3721.14,2,0.278,2071,0.354,1,1
E01,2073.26,0,0.336,3584,0.216,1,1
E03,9952.95,2,0.29,2767,0.602,1,0
E03,7219.92,1,0.625,2756,0.289,0,0
E03,2257.06,1,0.518,1429,0.978,0,1
E03,1003.47,2,0.841,1784,0.821,1,0
E01,2072.9,1,0.293,3386,0.886,1,0
E99,2552.65,2,0.545,3333,0.834,1,0
E03,1199.75,0,0.543,2592,0.883,0,0
E03,2373.55,0,0.385,351,0.368,1,1
E03,1256.12,2,0.277,554,0.683,0,0
E02,3839.54,0,0.209,1645,0.903,0,1
E01,4913.33,2,0.215,1981,0.695,0,0
E02,4607.32,1,0.519,2244,0.987,1,0
E01,8309.18,2,0.243,979,0.864,0,0
E02,2614.55,1,0.516,2808,0.117,1,0
E01,8882.23,1,0.55,3000,0.522,0,0
E01,9090.42,1,0.556,751,0.309,0,0
E99,9602.02,0,0.353,2818,0.873,0,0
E03,1891.73,2,0.599,543,0.931,0,0
E02,2532.94,1,0.514,1780,0.583,0,1
E01,6275.94,1,0.992,3160,0.105,0,0
E02,1494.83,1,0.236,1087,0.376,1,0
E99,947.65,2,0.243,2466,0.227,0,0
E03,829.6,1,0.86,3069,0.548,0,1
E03,6100.88,0,0.413,1767,0.976,0,0
E02,8066.31,0,0.347,3061,0.373,1,0
E01,2662.97,2,0.9,2296,0.74,0,0
E03,9341.99,0,0.626,1819,0.831,0,0
E99,7940.16,2,0.693,426,0.83,0,0
E02,866.86,1,0.206,2582,0.191,0,0
E02,4132.3,0,0.409,1119,0.273,0,0
E02,773.35,2,0.407,1028,0.26,1,1
E02,9160.42,2,0.809,3310,0.329,0,1
E99,7453.74,2,0.508,1256,0.094,1,0
E03,6896.8,1,0.662,1295,0.557,0,1
E02,6858.75,2,0.946,3398,0.746,0,1
E02,2923.31,0,0.988,1042,0.295,1,1
E02,9342.04,0,0.302,2650,0.651,0,0
E01,9235.49,1,0.645,1872,0.563,0,0
E02,7420.94,2,0.759,260,0.143,1,1
E03,4742.41,1,0.826,2094,0.275,0,0
E03,566.45,1,0.936,1648,0.277,1,1
E01,380.28,2,0.783,2612,0.509,0,1
E03,1467.53,0,0.752,1425,0.64,1,1
E03,5998.07,1,0.243,865,0.333,1,0
E01,8001.18,1,0.636,832,0.169,0,0
E03,9489.81,1,0.679,1901,0.303,1,0
E03,1836.08,0,0.757,3581,0.088,0,0
E03,2827.73,2,0.667,1623,0.754,0,0
E01,635.59,2,0.528,489,0.707,0,1
E01,9891.57,2,0.59,2960,0.68,0,1
E02,7831.06,2,0.974,1132,0.631,1,0
E01,4859.07,1,0.463,1528,0.33,1,0
E02,5798.1,0,0.828,3055,0.159,0,1
E03,5665.53,0,0.686,400,0.613,1,1
E01,2618.17,1,0.555,477,0.739,0,1
E02,1935.37,2,0.531,726,0.812,1,0
E99,3040.06,1,0.63,1354,0.733,1,1
E02,2546.82,2,0.84,3087,0.669,1,1
E02,5619.53,0,0.298,2283,0.825,0,1
E02,3151.21,0,0.929,2792,0.766,1,1
E01,7316.55,1,0.819,1213,0.938,0,1
E01,5722.6,1,0.479,1485,0.056,0,0
E03,5369.41,2,0.208,1472,0.188,1,0
E02,9517.81,1,0.284,409,0.595,1,0
E01,3291.85,2,0.316,1980,0.427,1,0
E01,6389.17,0,0.283,1196,0.37,0,0
E03,100.5,0,0.282,3429,0.751,1,0
E01,7395.54,1,0.968,2489,0.553,0,1
E03,5075.18,1,0.727,3135,0.545,0,1
E02,2163.01,1,0.857,703,0.097,1,1
E02,114.95,0,0.65,403,0.484,1,1
E01,7098.75,1,0.696,1572,0.622,1,0
E01,6660.74,0,0.905,2050,0.313,1,1
E02,6687.53,2,0.41,2015,0.275,1,0
E03,4430.8,0,0.756,2352,0.568,1,0
E01,6429.04,2,0.919,2996,0.907,0,0
E02,5756.21,0,0.949,1173,0.159,0,0
E02,2465.06,1,0.555,1050,0.341,1,0
E01,5235.8,1,0.885,951,0.105,1,0
E02,5194.47,0,0.603,1307,0.356,0,0
E01,8253.87,1,0.406,2152,0.703,1,1
E02,4391.54,0,0.401,2890,0.35,1,1
E01,4417.25,2,0.561,1494,0.425,0,1
E02,9845.6,2,0.406,1505,0.929,0,0
E01,8955.19,0,0.224,3258,0.376,0,0
E02,2498.63,1,0.284,1236,0.557,0,0
E02,9111.9,0,0.879,589,0.928,0,1
E99,1465.87,1,0.906,1241,0.528,0,0
E02,8548.57,2,0.898,148,0.21,1,1
E03,1914.9,1,0.643,1317,0.184,1,0
E01,4313.47,2,0.948,3238,0.895,0,1
E02,9840.82,2,0.599,2916,0.882,1,1
E01,1060.78,0,0.57,3226,0.286,0,1
E02,8413.9,0,0.58,1081,0.636,0,1
E03,4997.87,1,0.403,1500,0.207,0,0
E03,1198.81,2,0.691,3054,0.268,0,0
E02,9529.66,0,0.559,2714,0.915,1,0
E03,5537.39,0,0.98,667,0.428,1,1
E01,8818.35,2,0.338,3044,0.246,1,0
E01,8704.16,0,0.261,371,0.543,0,0
E03,244.88,1,0.481,918,0.85,1,1
E01,2721.92,2,0.372,1918,0.833,0,0
E01,3435.52,0,0.994,2356,0.672,1,1
E99,5395.15,0,0.647,2873,0.815,0,0
E99,811.47,2,0.488,2654,0.783,1,1
E03,3950.77,0,0.714,1024,0.956,0,0
E02,8164.92,2,0.562,1287,0.666,1,1
E03,1814.59,1,0.367,2599,0.612,1,0
E01,7042.64,0,0.516,3405,0.901,1,1
E02,4657.26,1,0.429,3124,0.39,1,0
E02,799.98,0,0.71,3481,0.513,0,0
E99,1856.0,2,0.853,2431,0.858,0,0
E99,1496.2,1,0.41,1752,0.97,0,0
E03,6235.21,2,0.697,2760,0.446,1,0
E01,964.51,0,0.767,274,0.604,1,0
E02,8248.16,2,0.496,3370,0.837,1,0
E01,8085.93,0,0.59,3308,0.538,1,1
E99,892.61,1,0.487,1817,0.43,0,0
E01,8893.15,2,0.498,1883,0.111,1,0
E01,9595.69,2,0.557,1907,0.249,1,0
E03,530.33,2,0.436,500,0.362,0,1
E02,9508.26,2,0.591,741,0.428,0,0
E03,2866.68,2,0.802,2635,0.78,1,0
E01,6681.14,1,0.515,118,0.207,1,0
E03,1830.68,2,0.956,2474,0.118,1,0
E01,8192.81,1,0.374,1099,0.603,1,1
E01,8434.94,1,0.56,504,0.058,0,0
